diet_tag,subregion,ingredient,ingredient_share,ingredient_type,region,animal_type,animal_subtype
diet_beef_calves_slaughter,españa húmeda,soybean_hulls_12_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,corn_heat_processed_national,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,molasses_sugarcane,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,wheat_bran_20_starch,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,carob_bean,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,beet_pulp_4_ash,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,palm_oil,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,butterfat,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,mixed_calcium_soaps,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,calcium_carbonate,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,field_pea_heat_processed,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,dicalcium_phosphate_dihydrated,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,sodium_chloride_mine_92,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,sodium_bicarbonate,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,brewery_yeast,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,sodium_butyrate,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,mycotoxin_adsorbent,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,ammonium_chloride,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,aroma,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,Vitamin/mineral_supplement,0.00,feed,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,ryegrass_fresh_third,0.00,forage,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,vetch_hay_third,0.00,forage,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,ryegrass_fresh_first,0.00,forage,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,grass_silage_third,0.00,forage,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,ryegrass_hay_fourth,0.00,forage,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,ryegrass_fresh_second,0.00,forage,spain,cattle,beef
diet_beef_calves_slaughter,españa húmeda,cow_breast_milk,100.00,milk,spain,cattle,beef
diet_beef_calves_replacement,dehesa,barley_2_rows_national_11_3_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,soybean_meal_44_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,soybean_meal_47_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,wheat_soft_national_12_9_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,corn_national,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,wheypowder_acid,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,corn_gluten_feed_19_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,forage_meal_mix_12_5_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,sunflower_meal_28_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,sunflower_meal_expeller_34_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,soybean_hulls_12_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,corn_heat_processed_national,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,molasses_sugarcane,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,wheat_bran_20_starch,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,carob_bean,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,beet_pulp_4_ash,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,palm_oil,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,butterfat,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,mixed_calcium_soaps,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,calcium_carbonate,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,field_pea_heat_processed,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,dicalcium_phosphate_dihydrated,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,sodium_chloride_mine_92,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,sodium_bicarbonate,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,brewery_yeast,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,sodium_butyrate,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,mycotoxin_adsorbent,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,ammonium_chloride,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,aroma,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,Vitamin/mineral_supplement,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,dehesa,ryegrass_fresh_third,69.60,forage,spain,cattle,beef
diet_beef_calves_replacement,dehesa,vetch_hay_third,30.40,forage,spain,cattle,beef
diet_beef_calves_replacement,dehesa,ryegrass_fresh_first,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,dehesa,grass_silage_third,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,dehesa,ryegrass_hay_fourth,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,dehesa,ryegrass_fresh_second,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,dehesa,cow_breast_milk,0.00,milk,spain,cattle,beef
diet_beef_calves_replacement,montaña,barley_2_rows_national_11_3_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,soybean_meal_44_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,soybean_meal_47_cp,2.39,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,wheat_soft_national_12_9_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,corn_national,1.50,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,wheypowder_acid,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,corn_gluten_feed_19_cp,23.72,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,forage_meal_mix_12_5_cp,14.84,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,sunflower_meal_28_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,sunflower_meal_expeller_34_cp,10.14,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,soybean_hulls_12_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,corn_heat_processed_national,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,molasses_sugarcane,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,wheat_bran_20_starch,44.61,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,carob_bean,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,beet_pulp_4_ash,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,palm_oil,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,butterfat,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,mixed_calcium_soaps,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,calcium_carbonate,2.06,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,field_pea_heat_processed,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,dicalcium_phosphate_dihydrated,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,sodium_chloride_mine_92,0.52,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,sodium_bicarbonate,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,brewery_yeast,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,sodium_butyrate,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,mycotoxin_adsorbent,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,ammonium_chloride,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,aroma,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,Vitamin/mineral_supplement,0.22,feed,spain,cattle,beef
diet_beef_calves_replacement,montaña,ryegrass_fresh_third,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,montaña,vetch_hay_third,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,montaña,ryegrass_fresh_first,56.91,forage,spain,cattle,beef
diet_beef_calves_replacement,montaña,grass_silage_third,10.99,forage,spain,cattle,beef
diet_beef_calves_replacement,montaña,ryegrass_hay_fourth,28.08,forage,spain,cattle,beef
diet_beef_calves_replacement,montaña,ryegrass_fresh_second,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,montaña,cow_breast_milk,0.00,milk,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,barley_2_rows_national_11_3_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,soybean_meal_44_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,soybean_meal_47_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,wheat_soft_national_12_9_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,corn_national,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,wheypowder_acid,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,corn_gluten_feed_19_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,forage_meal_mix_12_5_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,sunflower_meal_28_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,sunflower_meal_expeller_34_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,soybean_hulls_12_cp,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,corn_heat_processed_national,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,molasses_sugarcane,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,wheat_bran_20_starch,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,carob_bean,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,beet_pulp_4_ash,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,palm_oil,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,butterfat,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,mixed_calcium_soaps,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,calcium_carbonate,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,field_pea_heat_processed,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,dicalcium_phosphate_dihydrated,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,sodium_chloride_mine_92,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,sodium_bicarbonate,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,brewery_yeast,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,sodium_butyrate,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,mycotoxin_adsorbent,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,ammonium_chloride,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,aroma,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,Vitamin/mineral_supplement,0.00,feed,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,ryegrass_fresh_third,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,vetch_hay_third,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,ryegrass_fresh_first,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,grass_silage_third,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,ryegrass_hay_fourth,0.00,forage,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,ryegrass_fresh_second,100.00,forage,spain,cattle,beef
diet_beef_calves_replacement,españa húmeda,cow_breast_milk,0.00,milk,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,barley_2_rows_national_11_3_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,soybean_meal_44_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,soybean_meal_47_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,wheat_soft_national_12_9_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,corn_national,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,wheypowder_acid,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,corn_gluten_feed_19_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,forage_meal_mix_12_5_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,sunflower_meal_28_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,sunflower_meal_expeller_34_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,soybean_hulls_12_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,corn_heat_processed_national,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,molasses_sugarcane,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,wheat_bran_20_starch,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,carob_bean,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,beet_pulp_4_ash,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,palm_oil,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,butterfat,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,mixed_calcium_soaps,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,calcium_carbonate,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,field_pea_heat_processed,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,dicalcium_phosphate_dihydrated,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,sodium_chloride_mine_92,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,sodium_bicarbonate,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,brewery_yeast,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,sodium_butyrate,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,mycotoxin_adsorbent,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,ammonium_chloride,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,aroma,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,Vitamin/mineral_supplement,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,ryegrass_fresh_third,69.60,forage,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,vetch_hay_third,30.40,forage,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,ryegrass_fresh_first,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,grass_silage_third,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,ryegrass_hay_fourth,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,ryegrass_fresh_second,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,dehesa,cow_breast_milk,0.00,milk,spain,cattle,beef
diet_beef_mature_yearlings,montaña,barley_2_rows_national_11_3_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,soybean_meal_44_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,soybean_meal_47_cp,2.39,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,wheat_soft_national_12_9_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,corn_national,1.50,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,wheypowder_acid,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,corn_gluten_feed_19_cp,23.72,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,forage_meal_mix_12_5_cp,14.84,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,sunflower_meal_28_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,sunflower_meal_expeller_34_cp,10.14,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,soybean_hulls_12_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,corn_heat_processed_national,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,molasses_sugarcane,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,wheat_bran_20_starch,44.61,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,carob_bean,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,beet_pulp_4_ash,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,palm_oil,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,butterfat,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,mixed_calcium_soaps,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,calcium_carbonate,2.06,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,field_pea_heat_processed,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,dicalcium_phosphate_dihydrated,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,sodium_chloride_mine_92,0.52,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,sodium_bicarbonate,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,brewery_yeast,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,sodium_butyrate,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,mycotoxin_adsorbent,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,ammonium_chloride,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,aroma,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,Vitamin/mineral_supplement,0.22,feed,spain,cattle,beef
diet_beef_mature_yearlings,montaña,ryegrass_fresh_third,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,montaña,vetch_hay_third,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,montaña,ryegrass_fresh_first,56.91,forage,spain,cattle,beef
diet_beef_mature_yearlings,montaña,grass_silage_third,10.99,forage,spain,cattle,beef
diet_beef_mature_yearlings,montaña,ryegrass_hay_fourth,28.08,forage,spain,cattle,beef
diet_beef_mature_yearlings,montaña,ryegrass_fresh_second,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,montaña,cow_breast_milk,0.00,milk,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,barley_2_rows_national_11_3_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,soybean_meal_44_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,soybean_meal_47_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,wheat_soft_national_12_9_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,corn_national,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,wheypowder_acid,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,corn_gluten_feed_19_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,forage_meal_mix_12_5_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,sunflower_meal_28_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,sunflower_meal_expeller_34_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,soybean_hulls_12_cp,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,corn_heat_processed_national,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,molasses_sugarcane,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,wheat_bran_20_starch,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,carob_bean,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,beet_pulp_4_ash,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,palm_oil,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,butterfat,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,mixed_calcium_soaps,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,calcium_carbonate,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,field_pea_heat_processed,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,dicalcium_phosphate_dihydrated,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,sodium_chloride_mine_92,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,sodium_bicarbonate,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,brewery_yeast,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,sodium_butyrate,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,mycotoxin_adsorbent,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,ammonium_chloride,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,aroma,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,Vitamin/mineral_supplement,0.00,feed,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,ryegrass_fresh_third,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,vetch_hay_third,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,ryegrass_fresh_first,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,grass_silage_third,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,ryegrass_hay_fourth,0.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,ryegrass_fresh_second,100.00,forage,spain,cattle,beef
diet_beef_mature_yearlings,españa húmeda,cow_breast_milk,0.00,milk,spain,cattle,beef
diet_feedlot_calves,,corn_national,32.35,feed,spain,cattle,feedlot
diet_feedlot_calves,,barley_2_rows_national_11_3_cp,24.52,feed,spain,cattle,feedlot
diet_feedlot_calves,,soybean_meal_44_cp,6.56,feed,spain,cattle,feedlot
diet_feedlot_calves,,sunflower_meal_28_cp,0.00,feed,spain,cattle,feedlot
diet_feedlot_calves,,rapeseed_meal_00_33_cp,6.53,feed,spain,cattle,feedlot
diet_feedlot_calves,,corn_ddgs_12_5_ee_3_5_starch,6.07,feed,spain,cattle,feedlot
diet_feedlot_calves,,corn_gluten_feed_19_cp,9.05,feed,spain,cattle,feedlot
diet_feedlot_calves,,wheat_bran_20_starch,0.93,feed,spain,cattle,feedlot
diet_feedlot_calves,,wheat_middlings_25_starch,0.00,feed,spain,cattle,feedlot
diet_feedlot_calves,,soybean_hulls_12_cp,8.14,feed,spain,cattle,feedlot
diet_feedlot_calves,,carob_bean,0.00,feed,spain,cattle,feedlot
diet_feedlot_calves,,molasses_sugarcane,0.24,feed,spain,cattle,feedlot
diet_feedlot_calves,,beet_pulp_4_ash,0.00,feed,spain,cattle,feedlot
diet_feedlot_calves,,wheypowder_sweet_cattle,1.01,feed,spain,cattle,feedlot
diet_feedlot_calves,,soybean_oil,0.00,feed,spain,cattle,feedlot
diet_feedlot_calves,,palm_oil,1.58,feed,spain,cattle,feedlot
diet_feedlot_calves,,butterfat,0.00,feed,spain,cattle,feedlot
diet_feedlot_calves,,urea,0.00,feed,spain,cattle,feedlot
diet_feedlot_calves,,sodium_chloride_mine_92,0.43,feed,spain,cattle,feedlot
diet_feedlot_calves,,sodium_bicarbonate,0.45,feed,spain,cattle,feedlot
diet_feedlot_calves,,calcium_carbonate,1.66,feed,spain,cattle,feedlot
diet_feedlot_calves,,Vitamin/mineral_supplement,0.46,feed,spain,cattle,feedlot
diet_feedlot_calves,,meat_meal_52_14_25,0.00,feed,spain,cattle,feedlot
diet_feedlot_calves,,straw_cereals_wheat_and_barley,81.19,forage,spain,cattle,feedlot
diet_feedlot_calves,,ryegrass_hay_second,18.81,forage,spain,cattle,feedlot
diet_feedlot_calves,,milk_replacer,100.00,milk_replacer,spain,cattle,feedlot
diet_kid_goat_male_dairy_replacement_stall,,skimmed_milk,1.31,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,Vitamin/mineral_supplement,2.80,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,molasses_beet,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,lupin_australian,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,soybean_hulls_12_cp,4.53,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,palm_oil,1.12,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,corn_gluten_feed_20_5_cp,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,sunflower_seed,4.26,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,wheat_bran_20_starch,6.17,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,soybean_meal_47_cp,13.19,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,wheat_soft_national_12_9_cp,21.55,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,barley_2_rows_national_11_3_cp,22.12,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,oats,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,corn_national,17.84,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,beet_pulp_4_ash,2.51,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,horse_bean_white_flower_variety,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,cotton_seed_whole,0.00,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,barley_ddgs,2.60,feed,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,straw_cereals_wheat_and_barley,12.21,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,ryegrass_fresh_second,0.00,forage,spain,goat,dairy
diet_kid_goat_male_dairy_replacement_stall,,ryegrass_fresh_third,0.00,forage,spain,goat,dairy
