Area,ingredient,Year,Value
Chile,"Cabbage, for forage",2020,7986.25
Chile,"Clover, for forage",2020,8560
Chile,"Hay for forage, from grasses",2020,1075.8333333333333
Chile,Maize for forage and silage,2020,12805
Chile,"Mixed grass and legumes, for forage",2020,3256.666666666667
Chile,"Other forage crops, n.e.c.",2020,3519
Chile,"Other forage products, n.e.c.",2020,5997.5
Chile,"Other grasses, for forage",2020,3960
Chile,"Other legumes, for forage",2020,3793.5000000000005
Chile,"Rye grass, for forage",2020,10087.5
Chile,"Sorghum, for forage",2020,11522.5
Chile,"Swedes, for forage",2020,3750
Chile,"Turnips, for forage",2020,6551.875
"China, mainland",Alfalfa for forage and silage,2020,5918.851351351352
"China, mainland","Beet, for forage",2020,9916.73076923077
"China, mainland","Cabbage, for forage",2020,7986.25
"China, mainland","Clover, for forage",2020,6082.0999999999995
"China, mainland","Hay for forage, from grasses",2020,1075.8333333333333
"China, mainland",Maize for forage and silage,2020,6505
"China, mainland","Mixed grass and legumes, for forage",2020,3256.666666666667
"China, mainland","Other forage crops, n.e.c.",2020,3519
"China, mainland","Other forage products, n.e.c.",2020,4265.333333333333
"China, mainland","Other grasses, for forage",2020,8480
"China, mainland","Other legumes, for forage",2020,8462.5
"China, mainland","Rye grass, for forage",2020,5695.357142857142
"China, mainland","Sorghum, for forage",2020,13217.5
"China, mainland","Swedes, for forage",2020,3750
"China, mainland","Turnips, for forage",2020,6551.875
"China, Taiwan Province of",Alfalfa for forage and silage,2020,5918.851351351352
"China, Taiwan Province of","Beet, for forage",2020,9916.73076923077
"China, Taiwan Province of","Cabbage, for forage",2020,7986.25
"China, Taiwan Province of","Clover, for forage",2020,6082.0999999999995
"China, Taiwan Province of","Hay for forage, from grasses",2020,1075.8333333333333
"China, Taiwan Province of",Maize for forage and silage,2020,6505
"China, Taiwan Province of","Mixed grass and legumes, for forage",2020,3256.666666666667
"China, Taiwan Province of","Other forage crops, n.e.c.",2020,3519
"China, Taiwan Province of","Other forage products, n.e.c.",2020,4265.333333333333
"China, Taiwan Province of","Other grasses, for forage",2020,8480
"China, Taiwan Province of","Other legumes, for forage",2020,8462.5
"China, Taiwan Province of","Rye grass, for forage",2020,5695.357142857142
"China, Taiwan Province of","Sorghum, for forage",2020,13217.5
"China, Taiwan Province of","Swedes, for forage",2020,3750
"China, Taiwan Province of","Turnips, for forage",2020,6551.875
China,Alfalfa for forage and silage,2020,5918.851351351352
China,"Beet, for forage",2020,9916.73076923077
China,"Cabbage, for forage",2020,7986.25
China,"Clover, for forage",2020,6082.0999999999995
China,"Hay for forage, from grasses",2020,1075.8333333333333
China,Maize for forage and silage,2020,6505
China,"Mixed grass and legumes, for forage",2020,3256.666666666667
China,"Other forage crops, n.e.c.",2020,3519
China,"Other forage products, n.e.c.",2020,4265.333333333333
China,"Other grasses, for forage",2020,8480
China,"Other legumes, for forage",2020,8462.5
China,"Rye grass, for forage",2020,5695.357142857142
China,"Sorghum, for forage",2020,13217.5
China,"Swedes, for forage",2020,3750
China,"Turnips, for forage",2020,6551.875
Colombia,Alfalfa for forage and silage,2020,5490
Colombia,"Beet, for forage",2020,9916.73076923077
Colombia,"Cabbage, for forage",2020,7986.25
Colombia,"Clover, for forage",2020,8560
Colombia,"Hay for forage, from grasses",2020,1075.8333333333333
Colombia,Maize for forage and silage,2020,12805
Colombia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Colombia,"Other forage crops, n.e.c.",2020,3519
Colombia,"Other forage products, n.e.c.",2020,5997.5
Colombia,"Other grasses, for forage",2020,3960
Colombia,"Other legumes, for forage",2020,3793.5000000000005
Colombia,"Rye grass, for forage",2020,10087.5
Colombia,"Sorghum, for forage",2020,11522.5
Colombia,"Swedes, for forage",2020,3750
Colombia,"Turnips, for forage",2020,6551.875
Comoros,Alfalfa for forage and silage,2020,5918.851351351352
Comoros,"Beet, for forage",2020,9916.73076923077
Comoros,"Cabbage, for forage",2020,7986.25
Comoros,"Clover, for forage",2020,6082.0999999999995
Comoros,"Hay for forage, from grasses",2020,1075.8333333333333
Comoros,Maize for forage and silage,2020,1587.5
Comoros,"Mixed grass and legumes, for forage",2020,3256.666666666667
Comoros,"Other forage crops, n.e.c.",2020,3519
Comoros,"Other forage products, n.e.c.",2020,4265.333333333333
Comoros,"Other grasses, for forage",2020,3898.815789473684
Comoros,"Other legumes, for forage",2020,3793.5000000000005
Comoros,"Rye grass, for forage",2020,5695.357142857142
Comoros,"Sorghum, for forage",2020,7070.833333333334
Comoros,"Swedes, for forage",2020,3750
Comoros,"Turnips, for forage",2020,6551.875
Congo,Alfalfa for forage and silage,2020,5918.851351351352
Congo,"Beet, for forage",2020,9916.73076923077
Congo,"Cabbage, for forage",2020,7986.25
Congo,"Clover, for forage",2020,6082.0999999999995
Congo,"Hay for forage, from grasses",2020,1075.8333333333333
Congo,Maize for forage and silage,2020,9080.849056603773
Congo,"Mixed grass and legumes, for forage",2020,3256.666666666667
Congo,"Other forage crops, n.e.c.",2020,3519
Congo,"Other forage products, n.e.c.",2020,4265.333333333333
Congo,"Other grasses, for forage",2020,3898.815789473684
Congo,"Other legumes, for forage",2020,3793.5000000000005
Congo,"Rye grass, for forage",2020,5695.357142857142
Congo,"Sorghum, for forage",2020,7070.833333333334
Congo,"Swedes, for forage",2020,3750
Congo,"Turnips, for forage",2020,6551.875
Democratic Republic of the Congo,Alfalfa for forage and silage,2020,5918.851351351352
Democratic Republic of the Congo,"Beet, for forage",2020,9916.73076923077
Democratic Republic of the Congo,"Cabbage, for forage",2020,7986.25
Democratic Republic of the Congo,"Clover, for forage",2020,6082.0999999999995
Democratic Republic of the Congo,"Hay for forage, from grasses",2020,1075.8333333333333
Democratic Republic of the Congo,Maize for forage and silage,2020,9080.849056603773
Democratic Republic of the Congo,"Mixed grass and legumes, for forage",2020,3256.666666666667
Democratic Republic of the Congo,"Other forage crops, n.e.c.",2020,3519
Democratic Republic of the Congo,"Other forage products, n.e.c.",2020,4265.333333333333
Democratic Republic of the Congo,"Other grasses, for forage",2020,3898.815789473684
Democratic Republic of the Congo,"Other legumes, for forage",2020,3793.5000000000005
Democratic Republic of the Congo,"Rye grass, for forage",2020,5695.357142857142
Democratic Republic of the Congo,"Sorghum, for forage",2020,7070.833333333334
Democratic Republic of the Congo,"Swedes, for forage",2020,3750
Democratic Republic of the Congo,"Turnips, for forage",2020,6551.875
Cook Islands,Alfalfa for forage and silage,2020,5918.851351351352
Cook Islands,"Beet, for forage",2020,9916.73076923077
Cook Islands,"Cabbage, for forage",2020,7986.25
Cook Islands,"Clover, for forage",2020,6082.0999999999995
Cook Islands,"Hay for forage, from grasses",2020,1075.8333333333333
Cook Islands,Maize for forage and silage,2020,9080.849056603773
Cook Islands,"Mixed grass and legumes, for forage",2020,3256.666666666667
Cook Islands,"Other forage crops, n.e.c.",2020,3519
Cook Islands,"Other forage products, n.e.c.",2020,4265.333333333333
Cook Islands,"Other grasses, for forage",2020,3898.815789473684
Cook Islands,"Other legumes, for forage",2020,3793.5000000000005
Cook Islands,"Rye grass, for forage",2020,5695.357142857142
Cook Islands,"Sorghum, for forage",2020,7070.833333333334
Cook Islands,"Swedes, for forage",2020,3750
Cook Islands,"Turnips, for forage",2020,6551.875
Costa Rica,Alfalfa for forage and silage,2020,22195
Costa Rica,"Beet, for forage",2020,7727.5
Costa Rica,"Cabbage, for forage",2020,7986.25
Costa Rica,"Clover, for forage",2020,9065
Costa Rica,"Hay for forage, from grasses",2020,1075.8333333333333
Costa Rica,Maize for forage and silage,2020,7152.5
Costa Rica,"Mixed grass and legumes, for forage",2020,3256.666666666667
Costa Rica,"Other forage crops, n.e.c.",2020,3519
Costa Rica,"Other forage products, n.e.c.",2020,4265.333333333333
Costa Rica,"Other grasses, for forage",2020,3537.5
Costa Rica,"Other legumes, for forage",2020,3793.5000000000005
Costa Rica,"Rye grass, for forage",2020,9180
Costa Rica,"Sorghum, for forage",2020,5942.5
Costa Rica,"Swedes, for forage",2020,3750
Costa Rica,"Turnips, for forage",2020,3275
Croatia,Alfalfa for forage and silage,2020,3966.111111111111
Croatia,"Beet, for forage",2020,3359.375
Croatia,"Cabbage, for forage",2020,5302.5
Croatia,"Clover, for forage",2020,2976.785714285714
Croatia,"Hay for forage, from grasses",2020,1075.8333333333333
Croatia,Maize for forage and silage,2020,8548.863636363636
Croatia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Croatia,"Other forage crops, n.e.c.",2020,1072.5
Croatia,"Other forage products, n.e.c.",2020,1191.25
Croatia,"Other grasses, for forage",2020,1914.1666666666665
Croatia,"Other legumes, for forage",2020,2776.25
Croatia,"Rye grass, for forage",2020,7417.5
Croatia,"Sorghum, for forage",2020,5620
Croatia,"Swedes, for forage",2020,3750
Croatia,"Turnips, for forage",2020,4467.5
Cuba,Alfalfa for forage and silage,2020,5918.851351351352
Cuba,"Beet, for forage",2020,9916.73076923077
Cuba,"Cabbage, for forage",2020,7986.25
Cuba,"Clover, for forage",2020,6082.0999999999995
Cuba,"Hay for forage, from grasses",2020,1075.8333333333333
Cuba,Maize for forage and silage,2020,9080.849056603773
Cuba,"Mixed grass and legumes, for forage",2020,3256.666666666667
Cuba,"Other forage crops, n.e.c.",2020,3519
Cuba,"Other forage products, n.e.c.",2020,4265.333333333333
Cuba,"Other grasses, for forage",2020,3898.815789473684
Cuba,"Other legumes, for forage",2020,3793.5000000000005
Cuba,"Rye grass, for forage",2020,5695.357142857142
Cuba,"Sorghum, for forage",2020,7070.833333333334
Cuba,"Swedes, for forage",2020,3750
Cuba,"Turnips, for forage",2020,6551.875
Cyprus,Alfalfa for forage and silage,2020,8195.227272727272
Cyprus,"Beet, for forage",2020,12585
Cyprus,"Cabbage, for forage",2020,7986.25
Cyprus,"Clover, for forage",2020,9276.5
Cyprus,"Hay for forage, from grasses",2020,1252.5
Cyprus,Maize for forage and silage,2020,10732
Cyprus,"Mixed grass and legumes, for forage",2020,4455
Cyprus,"Other forage crops, n.e.c.",2020,2591.25
Cyprus,"Other forage products, n.e.c.",2020,3145
Cyprus,"Other grasses, for forage",2020,4383.333333333333
Cyprus,"Other legumes, for forage",2020,2476.2500000000005
Cyprus,"Rye grass, for forage",2020,2787.5
Cyprus,"Sorghum, for forage",2020,4611.666666666667
Cyprus,"Swedes, for forage",2020,3750
Cyprus,"Turnips, for forage",2020,12750
Czechia,Alfalfa for forage and silage,2020,3552.0833333333335
Czechia,"Beet, for forage",2020,9077.5
Czechia,"Cabbage, for forage",2020,7986.25
Czechia,"Clover, for forage",2020,4991
Czechia,"Hay for forage, from grasses",2020,462.5
Czechia,Maize for forage and silage,2020,6533.5
Czechia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Czechia,"Other forage crops, n.e.c.",2020,5780
Czechia,"Other forage products, n.e.c.",2020,4118.333333333333
Czechia,"Other grasses, for forage",2020,2408.75
Czechia,"Other legumes, for forage",2020,3793.5000000000005
Czechia,"Rye grass, for forage",2020,3227.5
Czechia,"Sorghum, for forage",2020,6542.5
Czechia,"Swedes, for forage",2020,3750
Czechia,"Turnips, for forage",2020,5715
Benin,Alfalfa for forage and silage,2020,5918.851351351352
Benin,"Beet, for forage",2020,9916.73076923077
Benin,"Cabbage, for forage",2020,7986.25
Benin,"Clover, for forage",2020,6082.0999999999995
Benin,"Hay for forage, from grasses",2020,1075.8333333333333
Benin,Maize for forage and silage,2020,9080.849056603773
Benin,"Mixed grass and legumes, for forage",2020,3256.666666666667
Benin,"Other forage crops, n.e.c.",2020,3519
Benin,"Other forage products, n.e.c.",2020,4265.333333333333
Benin,"Other grasses, for forage",2020,3898.815789473684
Benin,"Other legumes, for forage",2020,3793.5000000000005
Benin,"Rye grass, for forage",2020,5695.357142857142
Benin,"Sorghum, for forage",2020,7070.833333333334
Benin,"Swedes, for forage",2020,3750
Benin,"Turnips, for forage",2020,6551.875
Denmark,Alfalfa for forage and silage,2020,7015.625
Denmark,"Beet, for forage",2020,16765
Denmark,"Cabbage, for forage",2020,7986.25
Denmark,"Clover, for forage",2020,5934.166666666666
Denmark,"Hay for forage, from grasses",2020,1512.5
Denmark,Maize for forage and silage,2020,8541.07142857143
Denmark,"Mixed grass and legumes, for forage",2020,2657.5
Denmark,"Other forage crops, n.e.c.",2020,3519
Denmark,"Other forage products, n.e.c.",2020,3492.5
Denmark,"Other grasses, for forage",2020,3520
Denmark,"Other legumes, for forage",2020,3793.5000000000005
Denmark,"Rye grass, for forage",2020,5487.5
Denmark,"Sorghum, for forage",2020,7070.833333333334
Denmark,"Swedes, for forage",2020,3750
Denmark,"Turnips, for forage",2020,6551.875
Dominica,Alfalfa for forage and silage,2020,5918.851351351352
Dominica,"Beet, for forage",2020,9916.73076923077
Dominica,"Cabbage, for forage",2020,7986.25
Dominica,"Clover, for forage",2020,6082.0999999999995
Dominica,"Hay for forage, from grasses",2020,1075.8333333333333
Dominica,Maize for forage and silage,2020,9080.849056603773
Dominica,"Mixed grass and legumes, for forage",2020,3256.666666666667
Dominica,"Other forage crops, n.e.c.",2020,3519
Dominica,"Other forage products, n.e.c.",2020,4265.333333333333
Dominica,"Other grasses, for forage",2020,3898.815789473684
Dominica,"Other legumes, for forage",2020,3793.5000000000005
Dominica,"Rye grass, for forage",2020,5695.357142857142
Dominica,"Sorghum, for forage",2020,7070.833333333334
Dominica,"Swedes, for forage",2020,3750
Dominica,"Turnips, for forage",2020,6551.875
Dominican Republic,Alfalfa for forage and silage,2020,5918.851351351352
Dominican Republic,"Beet, for forage",2020,9916.73076923077
Dominican Republic,"Cabbage, for forage",2020,7986.25
Dominican Republic,"Clover, for forage",2020,6082.0999999999995
Dominican Republic,"Hay for forage, from grasses",2020,1075.8333333333333
Dominican Republic,Maize for forage and silage,2020,9080.849056603773
Dominican Republic,"Mixed grass and legumes, for forage",2020,3256.666666666667
Dominican Republic,"Other forage crops, n.e.c.",2020,3519
Dominican Republic,"Other forage products, n.e.c.",2020,4265.333333333333
Dominican Republic,"Other grasses, for forage",2020,3898.815789473684
Dominican Republic,"Other legumes, for forage",2020,3793.5000000000005
Dominican Republic,"Rye grass, for forage",2020,5695.357142857142
Dominican Republic,"Sorghum, for forage",2020,7070.833333333334
Dominican Republic,"Swedes, for forage",2020,3750
Dominican Republic,"Turnips, for forage",2020,6551.875
Ecuador,Alfalfa for forage and silage,2020,5490
Ecuador,"Beet, for forage",2020,9916.73076923077
Ecuador,"Cabbage, for forage",2020,7986.25
Ecuador,"Clover, for forage",2020,8560
Ecuador,"Hay for forage, from grasses",2020,1075.8333333333333
Ecuador,Maize for forage and silage,2020,12805
Ecuador,"Mixed grass and legumes, for forage",2020,3256.666666666667
Ecuador,"Other forage crops, n.e.c.",2020,3519
Ecuador,"Other forage products, n.e.c.",2020,5997.5
Ecuador,"Other grasses, for forage",2020,3960
Ecuador,"Other legumes, for forage",2020,3793.5000000000005
Ecuador,"Rye grass, for forage",2020,10087.5
Ecuador,"Sorghum, for forage",2020,11522.5
Ecuador,"Swedes, for forage",2020,3750
Ecuador,"Turnips, for forage",2020,6551.875
El Salvador,Alfalfa for forage and silage,2020,22195
El Salvador,"Beet, for forage",2020,7727.5
El Salvador,"Cabbage, for forage",2020,7986.25
El Salvador,"Clover, for forage",2020,9065
El Salvador,"Hay for forage, from grasses",2020,1075.8333333333333
El Salvador,Maize for forage and silage,2020,7152.5
El Salvador,"Mixed grass and legumes, for forage",2020,3256.666666666667
El Salvador,"Other forage crops, n.e.c.",2020,3519
El Salvador,"Other forage products, n.e.c.",2020,4265.333333333333
El Salvador,"Other grasses, for forage",2020,3537.5
El Salvador,"Other legumes, for forage",2020,3793.5000000000005
El Salvador,"Rye grass, for forage",2020,9180
El Salvador,"Sorghum, for forage",2020,5942.5
El Salvador,"Swedes, for forage",2020,3750
El Salvador,"Turnips, for forage",2020,3275
Equatorial Guinea,Alfalfa for forage and silage,2020,5918.851351351352
Equatorial Guinea,"Beet, for forage",2020,9916.73076923077
Equatorial Guinea,"Cabbage, for forage",2020,7986.25
Equatorial Guinea,"Clover, for forage",2020,6082.0999999999995
Equatorial Guinea,"Hay for forage, from grasses",2020,1075.8333333333333
Equatorial Guinea,Maize for forage and silage,2020,9080.849056603773
Equatorial Guinea,"Mixed grass and legumes, for forage",2020,3256.666666666667
Equatorial Guinea,"Other forage crops, n.e.c.",2020,3519
Equatorial Guinea,"Other forage products, n.e.c.",2020,4265.333333333333
Equatorial Guinea,"Other grasses, for forage",2020,3898.815789473684
Equatorial Guinea,"Other legumes, for forage",2020,3793.5000000000005
Equatorial Guinea,"Rye grass, for forage",2020,5695.357142857142
Equatorial Guinea,"Sorghum, for forage",2020,7070.833333333334
Equatorial Guinea,"Swedes, for forage",2020,3750
Equatorial Guinea,"Turnips, for forage",2020,6551.875
Ethiopia,Alfalfa for forage and silage,2020,5918.851351351352
Ethiopia,"Beet, for forage",2020,9916.73076923077
Ethiopia,"Cabbage, for forage",2020,7986.25
Ethiopia,"Clover, for forage",2020,6082.0999999999995
Ethiopia,"Hay for forage, from grasses",2020,1075.8333333333333
Ethiopia,Maize for forage and silage,2020,1587.5
Ethiopia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Ethiopia,"Other forage crops, n.e.c.",2020,3519
Ethiopia,"Other forage products, n.e.c.",2020,4265.333333333333
Ethiopia,"Other grasses, for forage",2020,3898.815789473684
Ethiopia,"Other legumes, for forage",2020,3793.5000000000005
Ethiopia,"Rye grass, for forage",2020,5695.357142857142
Ethiopia,"Sorghum, for forage",2020,7070.833333333334
Ethiopia,"Swedes, for forage",2020,3750
Ethiopia,"Turnips, for forage",2020,6551.875
Eritrea,Alfalfa for forage and silage,2020,5918.851351351352
Eritrea,"Beet, for forage",2020,9916.73076923077
Eritrea,"Cabbage, for forage",2020,7986.25
Eritrea,"Clover, for forage",2020,6082.0999999999995
Eritrea,"Hay for forage, from grasses",2020,1075.8333333333333
Eritrea,Maize for forage and silage,2020,1587.5
Eritrea,"Mixed grass and legumes, for forage",2020,3256.666666666667
Eritrea,"Other forage crops, n.e.c.",2020,3519
Eritrea,"Other forage products, n.e.c.",2020,4265.333333333333
Eritrea,"Other grasses, for forage",2020,3898.815789473684
Eritrea,"Other legumes, for forage",2020,3793.5000000000005
Eritrea,"Rye grass, for forage",2020,5695.357142857142
Eritrea,"Sorghum, for forage",2020,7070.833333333334
Eritrea,"Swedes, for forage",2020,3750
Eritrea,"Turnips, for forage",2020,6551.875
Estonia,Alfalfa for forage and silage,2020,7015.625
Estonia,"Beet, for forage",2020,16765
Estonia,"Cabbage, for forage",2020,7986.25
Estonia,"Clover, for forage",2020,5934.166666666666
Estonia,"Hay for forage, from grasses",2020,1512.5
Estonia,Maize for forage and silage,2020,8541.07142857143
Estonia,"Mixed grass and legumes, for forage",2020,2657.5
Estonia,"Other forage crops, n.e.c.",2020,3519
Estonia,"Other forage products, n.e.c.",2020,3492.5
Estonia,"Other grasses, for forage",2020,3520
Estonia,"Other legumes, for forage",2020,3793.5000000000005
Estonia,"Rye grass, for forage",2020,5487.5
Estonia,"Sorghum, for forage",2020,7070.833333333334
Estonia,"Swedes, for forage",2020,3750
Estonia,"Turnips, for forage",2020,6551.875
Faroe Islands,Alfalfa for forage and silage,2020,7015.625
Faroe Islands,"Beet, for forage",2020,16765
Faroe Islands,"Cabbage, for forage",2020,7986.25
Faroe Islands,"Clover, for forage",2020,5934.166666666666
Faroe Islands,"Hay for forage, from grasses",2020,1512.5
Faroe Islands,Maize for forage and silage,2020,8541.07142857143
Faroe Islands,"Mixed grass and legumes, for forage",2020,2657.5
Faroe Islands,"Other forage crops, n.e.c.",2020,3519
Faroe Islands,"Other forage products, n.e.c.",2020,3492.5
Faroe Islands,"Other grasses, for forage",2020,3520
Faroe Islands,"Other legumes, for forage",2020,3793.5000000000005
Faroe Islands,"Rye grass, for forage",2020,5487.5
Faroe Islands,"Sorghum, for forage",2020,7070.833333333334
Faroe Islands,"Swedes, for forage",2020,3750
Faroe Islands,"Turnips, for forage",2020,6551.875
Fiji,Alfalfa for forage and silage,2020,5918.851351351352
Fiji,"Beet, for forage",2020,9916.73076923077
Fiji,"Cabbage, for forage",2020,7986.25
Fiji,"Clover, for forage",2020,6082.0999999999995
Fiji,"Hay for forage, from grasses",2020,1075.8333333333333
Fiji,Maize for forage and silage,2020,9080.849056603773
Fiji,"Mixed grass and legumes, for forage",2020,3256.666666666667
Fiji,"Other forage crops, n.e.c.",2020,3519
Fiji,"Other forage products, n.e.c.",2020,4265.333333333333
Fiji,"Other grasses, for forage",2020,3898.815789473684
Fiji,"Other legumes, for forage",2020,3793.5000000000005
Fiji,"Rye grass, for forage",2020,5695.357142857142
Fiji,"Sorghum, for forage",2020,7070.833333333334
Fiji,"Swedes, for forage",2020,3750
Fiji,"Turnips, for forage",2020,6551.875
Finland,Alfalfa for forage and silage,2020,7015.625
Finland,"Beet, for forage",2020,16765
Finland,"Cabbage, for forage",2020,7986.25
Finland,"Clover, for forage",2020,5934.166666666666
Finland,"Hay for forage, from grasses",2020,1512.5
Finland,Maize for forage and silage,2020,8541.07142857143
Finland,"Mixed grass and legumes, for forage",2020,2657.5
Finland,"Other forage crops, n.e.c.",2020,3519
Finland,"Other forage products, n.e.c.",2020,3492.5
Finland,"Other grasses, for forage",2020,3520
Finland,"Other legumes, for forage",2020,3793.5000000000005
Finland,"Rye grass, for forage",2020,5487.5
Finland,"Sorghum, for forage",2020,7070.833333333334
Finland,"Swedes, for forage",2020,3750
Finland,"Turnips, for forage",2020,6551.875
France,Alfalfa for forage and silage,2020,2627.5
France,"Beet, for forage",2020,13865
France,"Cabbage, for forage",2020,10670
France,"Clover, for forage",2020,1805
France,"Hay for forage, from grasses",2020,1075.8333333333333
France,Maize for forage and silage,2020,15662.500000000002
France,"Mixed grass and legumes, for forage",2020,3256.666666666667
France,"Other forage crops, n.e.c.",2020,3519
France,"Other forage products, n.e.c.",2020,11291.25
France,"Other grasses, for forage",2020,6487.5
France,"Other legumes, for forage",2020,3793.5000000000005
France,"Rye grass, for forage",2020,1680
France,"Sorghum, for forage",2020,7070.833333333334
France,"Swedes, for forage",2020,3750
France,"Turnips, for forage",2020,6551.875
French Polynesia,Alfalfa for forage and silage,2020,5918.851351351352
French Polynesia,"Beet, for forage",2020,9916.73076923077
French Polynesia,"Cabbage, for forage",2020,7986.25
French Polynesia,"Clover, for forage",2020,6082.0999999999995
French Polynesia,"Hay for forage, from grasses",2020,1075.8333333333333
French Polynesia,Maize for forage and silage,2020,9080.849056603773
French Polynesia,"Mixed grass and legumes, for forage",2020,3256.666666666667
French Polynesia,"Other forage crops, n.e.c.",2020,3519
French Polynesia,"Other forage products, n.e.c.",2020,4265.333333333333
French Polynesia,"Other grasses, for forage",2020,3898.815789473684
French Polynesia,"Other legumes, for forage",2020,3793.5000000000005
French Polynesia,"Rye grass, for forage",2020,5695.357142857142
French Polynesia,"Sorghum, for forage",2020,7070.833333333334
French Polynesia,"Swedes, for forage",2020,3750
French Polynesia,"Turnips, for forage",2020,6551.875
Djibouti,Alfalfa for forage and silage,2020,5918.851351351352
Djibouti,"Beet, for forage",2020,9916.73076923077
Djibouti,"Cabbage, for forage",2020,7986.25
Djibouti,"Clover, for forage",2020,6082.0999999999995
Djibouti,"Hay for forage, from grasses",2020,1075.8333333333333
Djibouti,Maize for forage and silage,2020,1587.5
Djibouti,"Mixed grass and legumes, for forage",2020,3256.666666666667
Djibouti,"Other forage crops, n.e.c.",2020,3519
Djibouti,"Other forage products, n.e.c.",2020,4265.333333333333
Djibouti,"Other grasses, for forage",2020,3898.815789473684
Djibouti,"Other legumes, for forage",2020,3793.5000000000005
Djibouti,"Rye grass, for forage",2020,5695.357142857142
Djibouti,"Sorghum, for forage",2020,7070.833333333334
Djibouti,"Swedes, for forage",2020,3750
Djibouti,"Turnips, for forage",2020,6551.875
Gabon,Alfalfa for forage and silage,2020,5918.851351351352
Gabon,"Beet, for forage",2020,9916.73076923077
Gabon,"Cabbage, for forage",2020,7986.25
Gabon,"Clover, for forage",2020,6082.0999999999995
Gabon,"Hay for forage, from grasses",2020,1075.8333333333333
Gabon,Maize for forage and silage,2020,9080.849056603773
Gabon,"Mixed grass and legumes, for forage",2020,3256.666666666667
Gabon,"Other forage crops, n.e.c.",2020,3519
Gabon,"Other forage products, n.e.c.",2020,4265.333333333333
Gabon,"Other grasses, for forage",2020,3898.815789473684
Gabon,"Other legumes, for forage",2020,3793.5000000000005
Gabon,"Rye grass, for forage",2020,5695.357142857142
Gabon,"Sorghum, for forage",2020,7070.833333333334
Gabon,"Swedes, for forage",2020,3750
Gabon,"Turnips, for forage",2020,6551.875
Georgia,Alfalfa for forage and silage,2020,8195.227272727272
Georgia,"Beet, for forage",2020,12585
Georgia,"Cabbage, for forage",2020,7986.25
Georgia,"Clover, for forage",2020,9276.5
Georgia,"Hay for forage, from grasses",2020,1252.5
Georgia,Maize for forage and silage,2020,10732
Georgia,"Mixed grass and legumes, for forage",2020,4455
Georgia,"Other forage crops, n.e.c.",2020,2591.25
Georgia,"Other forage products, n.e.c.",2020,3145
Georgia,"Other grasses, for forage",2020,4383.333333333333
Georgia,"Other legumes, for forage",2020,2476.2500000000005
Georgia,"Rye grass, for forage",2020,2787.5
Georgia,"Sorghum, for forage",2020,4611.666666666667
Georgia,"Swedes, for forage",2020,3750
Georgia,"Turnips, for forage",2020,12750
Gambia,Alfalfa for forage and silage,2020,5918.851351351352
Gambia,"Beet, for forage",2020,9916.73076923077
Gambia,"Cabbage, for forage",2020,7986.25
Gambia,"Clover, for forage",2020,6082.0999999999995
Gambia,"Hay for forage, from grasses",2020,1075.8333333333333
Gambia,Maize for forage and silage,2020,9080.849056603773
Gambia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Gambia,"Other forage crops, n.e.c.",2020,3519
Gambia,"Other forage products, n.e.c.",2020,4265.333333333333
Gambia,"Other grasses, for forage",2020,3898.815789473684
Gambia,"Other legumes, for forage",2020,3793.5000000000005
Gambia,"Rye grass, for forage",2020,5695.357142857142
Gambia,"Sorghum, for forage",2020,7070.833333333334
Gambia,"Swedes, for forage",2020,3750
Gambia,"Turnips, for forage",2020,6551.875
Germany,Alfalfa for forage and silage,2020,2627.5
Germany,"Beet, for forage",2020,13865
Germany,"Cabbage, for forage",2020,10670
Germany,"Clover, for forage",2020,1805
Germany,"Hay for forage, from grasses",2020,1075.8333333333333
Germany,Maize for forage and silage,2020,15662.500000000002
Germany,"Mixed grass and legumes, for forage",2020,3256.666666666667
Germany,"Other forage crops, n.e.c.",2020,3519
Germany,"Other forage products, n.e.c.",2020,11291.25
Germany,"Other grasses, for forage",2020,6487.5
Germany,"Other legumes, for forage",2020,3793.5000000000005
Germany,"Rye grass, for forage",2020,1680
Germany,"Sorghum, for forage",2020,7070.833333333334
Germany,"Swedes, for forage",2020,3750
Germany,"Turnips, for forage",2020,6551.875
Ghana,Alfalfa for forage and silage,2020,5918.851351351352
Ghana,"Beet, for forage",2020,9916.73076923077
Ghana,"Cabbage, for forage",2020,7986.25
Ghana,"Clover, for forage",2020,6082.0999999999995
Ghana,"Hay for forage, from grasses",2020,1075.8333333333333
Ghana,Maize for forage and silage,2020,9080.849056603773
Ghana,"Mixed grass and legumes, for forage",2020,3256.666666666667
Ghana,"Other forage crops, n.e.c.",2020,3519
Ghana,"Other forage products, n.e.c.",2020,4265.333333333333
Ghana,"Other grasses, for forage",2020,3898.815789473684
Ghana,"Other legumes, for forage",2020,3793.5000000000005
Ghana,"Rye grass, for forage",2020,5695.357142857142
Ghana,"Sorghum, for forage",2020,7070.833333333334
Ghana,"Swedes, for forage",2020,3750
Ghana,"Turnips, for forage",2020,6551.875
Kiribati,Alfalfa for forage and silage,2020,5918.851351351352
