diet_tag,ingredient_type,ingredient,ingredient_share,country_of_origin,custom_yield_kg_ha
diet_beef_calves_slaughter_mountain,concentrate,Vitamin/mineral_supplement,0.67,,
diet_beef_calves_slaughter_mountain,forage,ryegrass_fresh_third,0,,
diet_beef_calves_slaughter_mountain,forage,vetch_hay_third,0,,
diet_beef_calves_slaughter_mountain,forage,ryegrass_fresh_first,0,,
diet_beef_calves_slaughter_mountain,forage,grass_silage_third,0,,
diet_beef_calves_slaughter_mountain,forage,ryegrass_hay_fourth,0,,
diet_beef_calves_slaughter_mountain,forage,ryegrass_fresh_second,0,,
diet_beef_calves_slaughter_mountain,milk,cow_breast_milk,100,,
diet_beef_calves_slaughter_galicia,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_beef_calves_slaughter_galicia,concentrate,soybean_meal_44_cp,0,,
diet_beef_calves_slaughter_galicia,concentrate,soybean_meal_47_cp,0,,
diet_beef_calves_slaughter_galicia,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_beef_calves_slaughter_galicia,concentrate,corn_national,0,Spain,
diet_beef_calves_slaughter_galicia,concentrate,wheypowder_acid,0,,
diet_beef_calves_slaughter_galicia,concentrate,corn_gluten_feed_19_cp,0,,
diet_beef_calves_slaughter_galicia,concentrate,forage_meal_mix_12_5_cp,0,,
diet_beef_calves_slaughter_galicia,concentrate,sunflower_meal_28_cp,0,,
diet_beef_calves_slaughter_galicia,concentrate,sunflower_meal_expeller_34_cp,0,,
diet_beef_calves_slaughter_galicia,concentrate,soybean_hulls_12_cp,0,,
diet_beef_calves_slaughter_galicia,concentrate,corn_heat_processed_national,0,Spain,
diet_beef_calves_slaughter_galicia,concentrate,molasses_sugarcane,0,,
diet_beef_calves_slaughter_galicia,concentrate,wheat_bran_20_starch,0,,
diet_beef_calves_slaughter_galicia,concentrate,carob_bean,0,,
diet_beef_calves_slaughter_galicia,concentrate,beet_pulp_4_ash,0,,
diet_beef_calves_slaughter_galicia,concentrate,palm_oil,0,,
diet_beef_calves_slaughter_galicia,concentrate,butterfat,0,,
diet_beef_calves_slaughter_galicia,concentrate,mixed_calcium_soaps,0,,
diet_beef_calves_slaughter_galicia,concentrate,calcium_carbonate,0,,
diet_beef_calves_slaughter_galicia,concentrate,field_pea_heat_processed,0,,
diet_beef_calves_slaughter_galicia,concentrate,dicalcium_phosphate_dihydrated,0,,
diet_beef_calves_slaughter_galicia,concentrate,sodium_chloride_mine_92,0,,
diet_beef_calves_slaughter_galicia,concentrate,sodium_bicarbonate,0,,
diet_beef_calves_slaughter_galicia,concentrate,brewery_yeast,0,,
diet_beef_calves_slaughter_galicia,concentrate,sodium_butyrate,0,,
diet_beef_calves_slaughter_galicia,concentrate,mycotoxin_adsorbent,0,,
diet_beef_calves_slaughter_galicia,concentrate,ammonium_chloride,0,,
diet_beef_calves_slaughter_galicia,concentrate,aroma,0,,
diet_beef_calves_slaughter_galicia,concentrate,Vitamin/mineral_supplement,0,,
diet_beef_calves_slaughter_galicia,forage,ryegrass_fresh_third,0,,
diet_beef_calves_slaughter_galicia,forage,vetch_hay_third,0,,
diet_beef_calves_slaughter_galicia,forage,ryegrass_fresh_first,0,,
diet_beef_calves_slaughter_galicia,forage,grass_silage_third,0,,
diet_beef_calves_slaughter_galicia,forage,ryegrass_hay_fourth,0,,
diet_beef_calves_slaughter_galicia,forage,ryegrass_fresh_second,0,,
diet_beef_calves_slaughter_galicia,milk,cow_breast_milk,100,,
diet_beef_calves_replacement_dehesa,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_beef_calves_replacement_dehesa,concentrate,soybean_meal_44_cp,0,,
diet_beef_calves_replacement_dehesa,concentrate,soybean_meal_47_cp,0,,
diet_beef_calves_replacement_dehesa,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_beef_calves_replacement_dehesa,concentrate,corn_national,0,Spain,
diet_beef_calves_replacement_dehesa,concentrate,wheypowder_acid,0,,
diet_beef_calves_replacement_dehesa,concentrate,corn_gluten_feed_19_cp,0,,
diet_beef_calves_replacement_dehesa,concentrate,forage_meal_mix_12_5_cp,0,,
diet_beef_calves_replacement_dehesa,concentrate,sunflower_meal_28_cp,0,,
diet_beef_calves_replacement_dehesa,concentrate,sunflower_meal_expeller_34_cp,0,,
diet_beef_calves_replacement_dehesa,concentrate,soybean_hulls_12_cp,0,,
diet_beef_calves_replacement_dehesa,concentrate,corn_heat_processed_national,0,Spain,
diet_beef_calves_replacement_dehesa,concentrate,molasses_sugarcane,0,,
diet_beef_calves_replacement_dehesa,concentrate,wheat_bran_20_starch,0,,
diet_beef_calves_replacement_dehesa,concentrate,carob_bean,0,,
diet_beef_calves_replacement_dehesa,concentrate,beet_pulp_4_ash,0,,
diet_beef_calves_replacement_dehesa,concentrate,palm_oil,0,,
diet_beef_calves_replacement_dehesa,concentrate,butterfat,0,,
diet_beef_calves_replacement_dehesa,concentrate,mixed_calcium_soaps,0,,
diet_beef_calves_replacement_dehesa,concentrate,calcium_carbonate,0,,
diet_beef_calves_replacement_dehesa,concentrate,field_pea_heat_processed,0,,
diet_beef_calves_replacement_dehesa,concentrate,dicalcium_phosphate_dihydrated,0,,
diet_beef_calves_replacement_dehesa,concentrate,sodium_chloride_mine_92,0,,
diet_beef_calves_replacement_dehesa,concentrate,sodium_bicarbonate,0,,
diet_beef_calves_replacement_dehesa,concentrate,brewery_yeast,0,,
diet_beef_calves_replacement_dehesa,concentrate,sodium_butyrate,0,,
diet_beef_calves_replacement_dehesa,concentrate,mycotoxin_adsorbent,0,,
diet_beef_calves_replacement_dehesa,concentrate,ammonium_chloride,0,,
diet_beef_calves_replacement_dehesa,concentrate,aroma,0,,
diet_beef_calves_replacement_dehesa,concentrate,Vitamin/mineral_supplement,0,,
diet_beef_calves_replacement_dehesa,forage,ryegrass_fresh_third,69.6,,
diet_beef_calves_replacement_dehesa,forage,vetch_hay_third,30.4,,
diet_beef_calves_replacement_dehesa,forage,ryegrass_fresh_first,0,,
diet_beef_calves_replacement_dehesa,forage,grass_silage_third,0,,
diet_beef_calves_replacement_dehesa,forage,ryegrass_hay_fourth,0,,
diet_beef_calves_replacement_dehesa,forage,ryegrass_fresh_second,0,,
diet_beef_calves_replacement_dehesa,milk,cow_breast_milk,0,,
diet_beef_calves_replacement_mountain,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_beef_calves_replacement_mountain,concentrate,soybean_meal_44_cp,0,,
diet_beef_calves_replacement_mountain,concentrate,soybean_meal_47_cp,2.39,,
diet_beef_calves_replacement_mountain,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_beef_calves_replacement_mountain,concentrate,corn_national,1.5,Spain,
diet_beef_calves_replacement_mountain,concentrate,wheypowder_acid,0,,
diet_beef_calves_replacement_mountain,concentrate,corn_gluten_feed_19_cp,23.72,,
diet_beef_calves_replacement_mountain,concentrate,forage_meal_mix_12_5_cp,14.84,,
diet_beef_calves_replacement_mountain,concentrate,sunflower_meal_28_cp,0,,
diet_beef_calves_replacement_mountain,concentrate,sunflower_meal_expeller_34_cp,10.14,,
diet_beef_calves_replacement_mountain,concentrate,soybean_hulls_12_cp,0,,
diet_beef_calves_replacement_mountain,concentrate,corn_heat_processed_national,0,Spain,
diet_beef_calves_replacement_mountain,concentrate,molasses_sugarcane,0,,
diet_beef_calves_replacement_mountain,concentrate,wheat_bran_20_starch,44.61,,
diet_beef_calves_replacement_mountain,concentrate,carob_bean,0,,
diet_beef_calves_replacement_mountain,concentrate,beet_pulp_4_ash,0,,
diet_beef_calves_replacement_mountain,concentrate,palm_oil,0,,
diet_beef_calves_replacement_mountain,concentrate,butterfat,0,,
diet_beef_calves_replacement_mountain,concentrate,mixed_calcium_soaps,0,,
diet_beef_calves_replacement_mountain,concentrate,calcium_carbonate,2.06,,
diet_beef_calves_replacement_mountain,concentrate,field_pea_heat_processed,0,,
diet_beef_calves_replacement_mountain,concentrate,dicalcium_phosphate_dihydrated,0,,
diet_beef_calves_replacement_mountain,concentrate,sodium_chloride_mine_92,0.52,,
diet_beef_calves_replacement_mountain,concentrate,sodium_bicarbonate,0,,
diet_beef_calves_replacement_mountain,concentrate,brewery_yeast,0,,
diet_beef_calves_replacement_mountain,concentrate,sodium_butyrate,0,,
diet_beef_calves_replacement_mountain,concentrate,mycotoxin_adsorbent,0,,
diet_beef_calves_replacement_mountain,concentrate,ammonium_chloride,0,,
diet_beef_calves_replacement_mountain,concentrate,aroma,0,,
diet_beef_calves_replacement_mountain,concentrate,Vitamin/mineral_supplement,0.22,,
diet_beef_calves_replacement_mountain,forage,ryegrass_fresh_third,0,,
diet_beef_calves_replacement_mountain,forage,vetch_hay_third,0,,
diet_beef_calves_replacement_mountain,forage,ryegrass_fresh_first,59.3,,
diet_beef_calves_replacement_mountain,forage,grass_silage_third,11.4,,
diet_beef_calves_replacement_mountain,forage,ryegrass_hay_fourth,29.3,,
diet_beef_calves_replacement_mountain,forage,ryegrass_fresh_second,0,,
diet_beef_calves_replacement_mountain,milk,cow_breast_milk,0,,
diet_beef_calves_replacement_galicia,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_beef_calves_replacement_galicia,concentrate,soybean_meal_44_cp,0,,
diet_beef_calves_replacement_galicia,concentrate,soybean_meal_47_cp,0,,
diet_beef_calves_replacement_galicia,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_beef_calves_replacement_galicia,concentrate,corn_national,0,Spain,
diet_beef_calves_replacement_galicia,concentrate,wheypowder_acid,0,,
diet_beef_calves_replacement_galicia,concentrate,corn_gluten_feed_19_cp,0,,
diet_beef_calves_replacement_galicia,concentrate,forage_meal_mix_12_5_cp,0,,
diet_beef_calves_replacement_galicia,concentrate,sunflower_meal_28_cp,0,,
diet_beef_calves_replacement_galicia,concentrate,sunflower_meal_expeller_34_cp,0,,
diet_beef_calves_replacement_galicia,concentrate,soybean_hulls_12_cp,0,,
diet_beef_calves_replacement_galicia,concentrate,corn_heat_processed_national,0,Spain,
diet_beef_calves_replacement_galicia,concentrate,molasses_sugarcane,0,,
diet_beef_calves_replacement_galicia,concentrate,wheat_bran_20_starch,0,,
diet_beef_calves_replacement_galicia,concentrate,carob_bean,0,,
diet_beef_calves_replacement_galicia,concentrate,beet_pulp_4_ash,0,,
diet_beef_calves_replacement_galicia,concentrate,palm_oil,0,,
diet_beef_calves_replacement_galicia,concentrate,butterfat,0,,
diet_beef_calves_replacement_galicia,concentrate,mixed_calcium_soaps,0,,
diet_beef_calves_replacement_galicia,concentrate,calcium_carbonate,0,,
diet_beef_calves_replacement_galicia,concentrate,field_pea_heat_processed,0,,
diet_beef_calves_replacement_galicia,concentrate,dicalcium_phosphate_dihydrated,0,,
diet_beef_calves_replacement_galicia,concentrate,sodium_chloride_mine_92,0,,
diet_beef_calves_replacement_galicia,concentrate,sodium_bicarbonate,0,,
diet_beef_calves_replacement_galicia,concentrate,brewery_yeast,0,,
diet_beef_calves_replacement_galicia,concentrate,sodium_butyrate,0,,
diet_beef_calves_replacement_galicia,concentrate,mycotoxin_adsorbent,0,,
diet_beef_calves_replacement_galicia,concentrate,ammonium_chloride,0,,
diet_beef_calves_replacement_galicia,concentrate,aroma,0,,
diet_beef_calves_replacement_galicia,concentrate,Vitamin/mineral_supplement,0,,
diet_beef_calves_replacement_galicia,forage,ryegrass_fresh_third,0,,
diet_beef_calves_replacement_galicia,forage,vetch_hay_third,0,,
diet_beef_calves_replacement_galicia,forage,ryegrass_fresh_first,0,,
diet_beef_calves_replacement_galicia,forage,grass_silage_third,0,,
diet_beef_calves_replacement_galicia,forage,ryegrass_hay_fourth,0,,
diet_beef_calves_replacement_galicia,forage,ryegrass_fresh_second,100,,
diet_beef_calves_replacement_galicia,milk,cow_breast_milk,0,,
diet_beef_mature_yearlings_dehesa,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_beef_mature_yearlings_dehesa,concentrate,soybean_meal_44_cp,0,,
diet_beef_mature_yearlings_dehesa,concentrate,soybean_meal_47_cp,0,,
diet_beef_mature_yearlings_dehesa,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_beef_mature_yearlings_dehesa,concentrate,corn_national,0,Spain,
diet_beef_mature_yearlings_dehesa,concentrate,wheypowder_acid,0,,
diet_beef_mature_yearlings_dehesa,concentrate,corn_gluten_feed_19_cp,0,,
diet_beef_mature_yearlings_dehesa,concentrate,forage_meal_mix_12_5_cp,0,,
diet_beef_mature_yearlings_dehesa,concentrate,sunflower_meal_28_cp,0,,
diet_beef_mature_yearlings_dehesa,concentrate,sunflower_meal_expeller_34_cp,0,,
diet_beef_mature_yearlings_dehesa,concentrate,soybean_hulls_12_cp,0,,
diet_beef_mature_yearlings_dehesa,concentrate,corn_heat_processed_national,0,Spain,
diet_beef_mature_yearlings_dehesa,concentrate,molasses_sugarcane,0,,
diet_beef_mature_yearlings_dehesa,concentrate,wheat_bran_20_starch,0,,
diet_beef_mature_yearlings_dehesa,concentrate,carob_bean,0,,
diet_beef_mature_yearlings_dehesa,concentrate,beet_pulp_4_ash,0,,
diet_beef_mature_yearlings_dehesa,concentrate,palm_oil,0,,
diet_beef_mature_yearlings_dehesa,concentrate,butterfat,0,,
diet_beef_mature_yearlings_dehesa,concentrate,mixed_calcium_soaps,0,,
diet_beef_mature_yearlings_dehesa,concentrate,calcium_carbonate,0,,
diet_beef_mature_yearlings_dehesa,concentrate,field_pea_heat_processed,0,,
diet_beef_mature_yearlings_dehesa,concentrate,dicalcium_phosphate_dihydrated,0,,
diet_beef_mature_yearlings_dehesa,concentrate,sodium_chloride_mine_92,0,,
diet_beef_mature_yearlings_dehesa,concentrate,sodium_bicarbonate,0,,
diet_beef_mature_yearlings_dehesa,concentrate,brewery_yeast,0,,
diet_beef_mature_yearlings_dehesa,concentrate,sodium_butyrate,0,,
diet_beef_mature_yearlings_dehesa,concentrate,mycotoxin_adsorbent,0,,
diet_beef_mature_yearlings_dehesa,concentrate,ammonium_chloride,0,,
diet_beef_mature_yearlings_dehesa,concentrate,aroma,0,,
diet_beef_mature_yearlings_dehesa,concentrate,Vitamin/mineral_supplement,0,,
diet_beef_mature_yearlings_dehesa,forage,ryegrass_fresh_third,69.6,,
diet_beef_mature_yearlings_dehesa,forage,vetch_hay_third,30.4,,
diet_beef_mature_yearlings_dehesa,forage,ryegrass_fresh_first,0,,
diet_beef_mature_yearlings_dehesa,forage,grass_silage_third,0,,
diet_beef_mature_yearlings_dehesa,forage,ryegrass_hay_fourth,0,,
diet_beef_mature_yearlings_dehesa,forage,ryegrass_fresh_second,0,,
diet_beef_mature_yearlings_dehesa,milk,cow_breast_milk,0,,
diet_beef_mature_yearlings_mountain,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_beef_mature_yearlings_mountain,concentrate,soybean_meal_44_cp,0,,
diet_beef_mature_yearlings_mountain,concentrate,soybean_meal_47_cp,2.39,,
diet_beef_mature_yearlings_mountain,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_beef_mature_yearlings_mountain,concentrate,corn_national,1.5,Spain,
diet_beef_mature_yearlings_mountain,concentrate,wheypowder_acid,0,,
diet_beef_mature_yearlings_mountain,concentrate,corn_gluten_feed_19_cp,23.72,,
diet_beef_mature_yearlings_mountain,concentrate,forage_meal_mix_12_5_cp,14.84,,
diet_beef_mature_yearlings_mountain,concentrate,sunflower_meal_28_cp,0,,
diet_beef_mature_yearlings_mountain,concentrate,sunflower_meal_expeller_34_cp,10.14,,
diet_beef_mature_yearlings_mountain,concentrate,soybean_hulls_12_cp,0,,
diet_beef_mature_yearlings_mountain,concentrate,corn_heat_processed_national,0,Spain,
diet_beef_mature_yearlings_mountain,concentrate,molasses_sugarcane,0,,
diet_beef_mature_yearlings_mountain,concentrate,wheat_bran_20_starch,44.61,,
diet_beef_mature_yearlings_mountain,concentrate,carob_bean,0,,
diet_beef_mature_yearlings_mountain,concentrate,beet_pulp_4_ash,0,,
diet_beef_mature_yearlings_mountain,concentrate,palm_oil,0,,
diet_beef_mature_yearlings_mountain,concentrate,butterfat,0,,
diet_beef_mature_yearlings_mountain,concentrate,mixed_calcium_soaps,0,,
diet_beef_mature_yearlings_mountain,concentrate,calcium_carbonate,2.06,,
diet_beef_mature_yearlings_mountain,concentrate,field_pea_heat_processed,0,,
diet_beef_mature_yearlings_mountain,concentrate,dicalcium_phosphate_dihydrated,0,,
diet_beef_mature_yearlings_mountain,concentrate,sodium_chloride_mine_92,0.52,,
diet_beef_mature_yearlings_mountain,concentrate,sodium_bicarbonate,0,,
diet_beef_mature_yearlings_mountain,concentrate,brewery_yeast,0,,
diet_beef_mature_yearlings_mountain,concentrate,sodium_butyrate,0,,
diet_beef_mature_yearlings_mountain,concentrate,mycotoxin_adsorbent,0,,
diet_beef_mature_yearlings_mountain,concentrate,ammonium_chloride,0,,
diet_beef_mature_yearlings_mountain,concentrate,aroma,0,,
diet_beef_mature_yearlings_mountain,concentrate,Vitamin/mineral_supplement,0.22,,
diet_beef_mature_yearlings_mountain,forage,ryegrass_fresh_third,0,,
diet_beef_mature_yearlings_mountain,forage,vetch_hay_third,0,,
diet_beef_mature_yearlings_mountain,forage,ryegrass_fresh_first,59.3,,
diet_beef_mature_yearlings_mountain,forage,grass_silage_third,11.4,,
diet_beef_mature_yearlings_mountain,forage,ryegrass_hay_fourth,29.3,,
diet_beef_mature_yearlings_mountain,forage,ryegrass_fresh_second,0,,
diet_beef_mature_yearlings_mountain,milk,cow_breast_milk,0,,
diet_beef_mature_yearlings_galicia,concentrate,barley_2_rows_national_11_3_cp,0,Spain,
diet_beef_mature_yearlings_galicia,concentrate,soybean_meal_44_cp,0,,
diet_beef_mature_yearlings_galicia,concentrate,soybean_meal_47_cp,0,,
diet_beef_mature_yearlings_galicia,concentrate,wheat_soft_national_12_9_cp,0,Spain,
diet_beef_mature_yearlings_galicia,concentrate,corn_national,0,Spain,
diet_beef_mature_yearlings_galicia,concentrate,wheypowder_acid,0,,
diet_beef_mature_yearlings_galicia,concentrate,corn_gluten_feed_19_cp,0,,
diet_beef_mature_yearlings_galicia,concentrate,forage_meal_mix_12_5_cp,0,,
diet_beef_mature_yearlings_galicia,concentrate,sunflower_meal_28_cp,0,,
diet_beef_mature_yearlings_galicia,concentrate,sunflower_meal_expeller_34_cp,0,,
diet_beef_mature_yearlings_galicia,concentrate,soybean_hulls_12_cp,0,,
diet_beef_mature_yearlings_galicia,concentrate,corn_heat_processed_national,0,Spain,
diet_beef_mature_yearlings_galicia,concentrate,molasses_sugarcane,0,,
diet_beef_mature_yearlings_galicia,concentrate,wheat_bran_20_starch,0,,
diet_beef_mature_yearlings_galicia,concentrate,carob_bean,0,,
diet_beef_mature_yearlings_galicia,concentrate,beet_pulp_4_ash,0,,
diet_beef_mature_yearlings_galicia,concentrate,palm_oil,0,,
diet_beef_mature_yearlings_galicia,concentrate,butterfat,0,,
diet_beef_mature_yearlings_galicia,concentrate,mixed_calcium_soaps,0,,
diet_beef_mature_yearlings_galicia,concentrate,calcium_carbonate,0,,
diet_beef_mature_yearlings_galicia,concentrate,field_pea_heat_processed,0,,
diet_beef_mature_yearlings_galicia,concentrate,dicalcium_phosphate_dihydrated,0,,
diet_beef_mature_yearlings_galicia,concentrate,sodium_chloride_mine_92,0,,
diet_beef_mature_yearlings_galicia,concentrate,sodium_bicarbonate,0,,
diet_beef_mature_yearlings_galicia,concentrate,brewery_yeast,0,,
diet_beef_mature_yearlings_galicia,concentrate,sodium_butyrate,0,,
diet_beef_mature_yearlings_galicia,concentrate,mycotoxin_adsorbent,0,,
diet_beef_mature_yearlings_galicia,concentrate,ammonium_chloride,0,,
diet_beef_mature_yearlings_galicia,concentrate,aroma,0,,
diet_beef_mature_yearlings_galicia,concentrate,Vitamin/mineral_supplement,0,,
diet_beef_mature_yearlings_galicia,forage,ryegrass_fresh_third,0,,
diet_beef_mature_yearlings_galicia,forage,vetch_hay_third,0,,
diet_beef_mature_yearlings_galicia,forage,ryegrass_fresh_first,0,,
diet_beef_mature_yearlings_galicia,forage,grass_silage_third,0,,
diet_beef_mature_yearlings_galicia,forage,ryegrass_hay_fourth,0,,
diet_beef_mature_yearlings_galicia,forage,ryegrass_fresh_second,100,,
diet_beef_mature_yearlings_galicia,milk,cow_breast_milk,0,,
diet_feedlot_calves,concentrate,corn_national,32.35,Spain,
diet_feedlot_calves,concentrate,barley_2_rows_national_11_3_cp,24.52,Spain,
diet_feedlot_calves,concentrate,soybean_meal_44_cp,6.56,,
diet_feedlot_calves,concentrate,sunflower_meal_28_cp,0,,
diet_feedlot_calves,concentrate,rapeseed_meal_00_33_cp,6.53,,
diet_feedlot_calves,concentrate,corn_ddgs_12_5_ee_3_5_starch,6.07,,
diet_feedlot_calves,concentrate,corn_gluten_feed_19_cp,9.05,,
diet_feedlot_calves,concentrate,wheat_bran_20_starch,0.93,,
diet_feedlot_calves,concentrate,wheat_middlings_25_starch,0,,
diet_feedlot_calves,concentrate,soybean_hulls_12_cp,8.14,,
diet_feedlot_calves,concentrate,carob_bean,0,,
diet_feedlot_calves,concentrate,molasses_sugarcane,0.24,,
diet_feedlot_calves,concentrate,beet_pulp_4_ash,0,,
diet_feedlot_calves,concentrate,wheypowder_sweet_cattle,1.01,,
diet_feedlot_calves,concentrate,soybean_oil,0,,
diet_feedlot_calves,concentrate,palm_oil,1.58,,
diet_feedlot_calves,concentrate,butterfat,0,,
diet_feedlot_calves,concentrate,urea,0,,
diet_feedlot_calves,concentrate,sodium_chloride_mine_92,0.43,,
diet_feedlot_calves,concentrate,sodium_bicarbonate,0.45,,
diet_feedlot_calves,concentrate,calcium_carbonate,1.66,,
diet_feedlot_calves,concentrate,Vitamin/mineral_supplement,0.46,,
diet_feedlot_calves,concentrate,meat_meal_52_14_25,0,,
diet_feedlot_calves,forage,straw_cereals_wheat_and_barley,81.19,,
diet_feedlot_calves,forage,ryegrass_hay_second,18.81,,
diet_feedlot_calves,milk_replacer,milk_replacer,100,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,skimmed_milk,1.31,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,Vitamin/mineral_supplement,2.8,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,molasses_beet,0,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,lupin_australian,0,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,soybean_hulls_12_cp,4.53,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,palm_oil,1.12,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,corn_gluten_feed_20_5_cp,0,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,sunflower_seed,4.26,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,wheat_bran_20_starch,6.17,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,soybean_meal_47_cp,13.19,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,wheat_soft_national_12_9_cp,21.55,Spain,
diet_kid_goat_male_dairy_replacement_stall,concentrate,barley_2_rows_national_11_3_cp,22.12,Spain,
diet_kid_goat_male_dairy_replacement_stall,concentrate,oats,0,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,corn_national,17.84,Spain,
diet_kid_goat_male_dairy_replacement_stall,concentrate,beet_pulp_4_ash,2.51,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,horse_bean_white_flower_variety,0,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,cotton_seed_whole,0,,
diet_kid_goat_male_dairy_replacement_stall,concentrate,barley_ddgs,2.6,,
diet_kid_goat_male_dairy_replacement_stall,forage,straw_cereals_wheat_and_barley,12.21,,
diet_kid_goat_male_dairy_replacement_stall,forage,ryegrass_fresh_second,0,,
diet_kid_goat_male_dairy_replacement_stall,forage,ryegrass_fresh_third,0,,
diet_kid_goat_male_dairy_replacement_stall,forage,ryegrass_fresh_fourth,0,,
diet_kid_goat_male_dairy_replacement_stall,forage,ryegrass_hay_third,87.79,,
diet_kid_goat_male_dairy_replacement_stall,forage,alfalfa_hay_first,0,,
diet_kid_goat_male_dairy_replacement_stall,milk,goat_breast_milk,100,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,skimmed_milk,1.05,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,Vitamin/mineral_supplement,2.79,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,molasses_beet,0,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,lupin_australian,0,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,soybean_hulls_12_cp,5.42,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,palm_oil,1.12,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,corn_gluten_feed_20_5_cp,0,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,sunflower_seed,5.09,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,wheat_bran_20_starch,6.9,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,soybean_meal_47_cp,11.51,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,wheat_soft_national_12_9_cp,21.24,Spain,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,barley_2_rows_national_11_3_cp,22.1,Spain,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,oats,0,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,corn_national,17.15,Spain,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,beet_pulp_4_ash,2.51,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,horse_bean_white_flower_variety,0,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,cotton_seed_whole,0,,
diet_kid_goat_male_dairy_replacement_pasture,concentrate,barley_ddgs,3.11,,
diet_kid_goat_male_dairy_replacement_pasture,forage,straw_cereals_wheat_and_barley,0,,
diet_kid_goat_male_dairy_replacement_pasture,forage,ryegrass_fresh_second,0,,
diet_kid_goat_male_dairy_replacement_pasture,forage,ryegrass_fresh_third,100,,
diet_kid_goat_male_dairy_replacement_pasture,forage,ryegrass_fresh_fourth,0,,
diet_kid_goat_male_dairy_replacement_pasture,forage,ryegrass_hay_third,0,,
diet_kid_goat_male_dairy_replacement_pasture,forage,alfalfa_hay_first,0,,
diet_kid_goat_male_dairy_replacement_pasture,milk,goat_breast_milk,100,,
diet_kid_goat_male_meat_replacement_stall,concentrate,skimmed_milk,0.87,,
diet_kid_goat_male_meat_replacement_stall,concentrate,Vitamin/mineral_supplement,2.79,,
diet_kid_goat_male_meat_replacement_stall,concentrate,molasses_beet,0,,
diet_kid_goat_male_meat_replacement_stall,concentrate,lupin_australian,0,,
diet_kid_goat_male_meat_replacement_stall,concentrate,soybean_hulls_12_cp,6.01,,
diet_kid_goat_male_meat_replacement_stall,concentrate,palm_oil,1.12,,
diet_kid_goat_male_meat_replacement_stall,concentrate,corn_gluten_feed_20_5_cp,0,,
diet_kid_goat_male_meat_replacement_stall,concentrate,sunflower_seed,5.65,,
diet_kid_goat_male_meat_replacement_stall,concentrate,wheat_bran_20_starch,7.38,,
diet_kid_goat_male_meat_replacement_stall,concentrate,soybean_meal_47_cp,10.4,,
diet_kid_goat_male_meat_replacement_stall,concentrate,wheat_soft_national_12_9_cp,21.03,Spain,
diet_kid_goat_male_meat_replacement_stall,concentrate,barley_2_rows_national_11_3_cp,22.09,Spain,
diet_kid_goat_male_meat_replacement_stall,concentrate,oats,0,,
diet_kid_goat_male_meat_replacement_stall,concentrate,corn_national,16.69,Spain,
diet_kid_goat_male_meat_replacement_stall,concentrate,beet_pulp_4_ash,2.51,,
diet_kid_goat_male_meat_replacement_stall,concentrate,horse_bean_white_flower_variety,0,,
diet_kid_goat_male_meat_replacement_stall,concentrate,cotton_seed_whole,0,,
diet_kid_goat_male_meat_replacement_stall,concentrate,barley_ddgs,3.45,,
