Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,kg/ha,568.9,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1709.9,Other pulses n.e.c.,2024,2024,kg/ha,537.7,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2024,2024,kg/ha,806.5,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1319,"Other tropical fruits, n.e.c.",2024,2024,kg/ha,10005.1,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,kg/ha,15961.6,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1318,Pineapples,2024,2024,kg/ha,19428.8,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1510,Potatoes,2024,2024,kg/ha,5791.7,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1235,"Pumpkins, squash and gourds",2024,2024,kg/ha,1806,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1930.02,"Pyrethrum, dried flowers",2024,2024,kg/ha,640.4,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,113,Rice,2024,2024,kg/ha,2159,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,114,Sorghum,2024,2024,kg/ha,4429.4,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1802,Sugar cane,2024,2024,kg/ha,25055.4,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1530,Sweet potatoes,2024,2024,kg/ha,5127.1,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1550,Taro,2024,2024,kg/ha,7859.6,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1620,Tea leaves,2024,2024,kg/ha,9143.6,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1234,Tomatoes,2024,2024,kg/ha,4098.2,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1658,"Vanilla, raw",2024,2024,kg/ha,263.6,E,Estimated value,
QCL,Crops and livestock products,598,Papua New Guinea,5412,Yield,1540,Yams,2024,2024,kg/ha,17544.1,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1341,Apples,2024,2024,kg/ha,7996.5,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1311,Avocados,2024,2024,kg/ha,6055,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1312,Bananas,2024,2024,kg/ha,11357,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1701,"Beans, dry",2024,2024,kg/ha,714,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1702,"Broad beans and horse beans, dry",2024,2024,kg/ha,693.3,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1229,Cantaloupes and other melons,2024,2024,kg/ha,3916.9,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1251,Carrots and turnips,2024,2024,kg/ha,14231.3,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1520.01,"Cassava, fresh",2024,2024,kg/ha,18472,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1447,Castor oil seeds,2024,2024,kg/ha,1000,X,Figure from external organization,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2024,2024,kg/ha,10215.3,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1610,"Coffee, green",2024,2024,kg/ha,1308.1,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1330,Grapes,2024,2024,kg/ha,4747.2,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1252,Green garlic,2024,2024,kg/ha,2079.7,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,142,"Groundnuts, excluding shelled",2024,2024,kg/ha,956,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1322,Lemons and limes,2024,2024,kg/ha,18580.7,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,112,Maize (corn),2024,2024,kg/ha,4150,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1316,"Mangoes, guavas and mangosteens",2024,2024,kg/ha,7751,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1630,Maté leaves,2024,2024,kg/ha,4432.9,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1491.01,Oil palm fruit,2024,2024,kg/ha,9435.3,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2024,2024,kg/ha,5749.5,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1253.01,"Onions and shallots, green",2024,2024,kg/ha,9668.3,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1323,Oranges,2024,2024,kg/ha,40105.4,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1359.9,"Other fruits, n.e.c.",2024,2024,kg/ha,8134.1,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1319,"Other tropical fruits, n.e.c.",2024,2024,kg/ha,7763.2,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,kg/ha,7036.1,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1317,Papayas,2024,2024,kg/ha,10322.5,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1345,Peaches and nectarines,2024,2024,kg/ha,7017.8,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1342.01,Pears,2024,2024,kg/ha,6419.9,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1705,"Peas, dry",2024,2024,kg/ha,886.3,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1318,Pineapples,2024,2024,kg/ha,12249.9,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1346,Plums and sloes,2024,2024,kg/ha,6252.4,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1321,Pomelos and grapefruits,2024,2024,kg/ha,36979.5,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1510,Potatoes,2024,2024,kg/ha,2089.3,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1235,"Pumpkins, squash and gourds",2024,2024,kg/ha,4190.6,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1443,Rape or colza seed,2024,2024,kg/ha,1172,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,113,Rice,2024,2024,kg/ha,5639,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1921.01,"Seed cotton, unginned",2024,2024,kg/ha,2009.9,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1444,Sesame seed,2024,2024,kg/ha,620,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,114,Sorghum,2024,2024,kg/ha,2374.6,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,141,Soya beans,2024,2024,kg/ha,3040,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1354,Strawberries,2024,2024,kg/ha,11510.6,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1802,Sugar cane,2024,2024,kg/ha,62405,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1445,Sunflower seed,2024,2024,kg/ha,1674,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1530,Sweet potatoes,2024,2024,kg/ha,9198.6,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1324,"Tangerines, mandarins, clementines",2024,2024,kg/ha,23061.8,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1234,Tomatoes,2024,2024,kg/ha,30167.2,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1499.02,Tung nuts,2024,2024,kg/ha,5755,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1970,Unmanufactured tobacco,2024,2024,kg/ha,1913.3,A,Official figure,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,1221,Watermelons,2024,2024,kg/ha,4885.2,E,Estimated value,
QCL,Crops and livestock products,600,Paraguay,5412,Yield,111,Wheat,2024,2024,kg/ha,1706,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2024,2024,kg/ha,1083.1,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1341,Apples,2024,2024,kg/ha,16891.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1343,Apricots,2024,2024,kg/ha,6011.6,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1216,Artichokes,2024,2024,kg/ha,17417.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1211,Asparagus,2024,2024,kg/ha,11686.3,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1311,Avocados,2024,2024,kg/ha,14571.3,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1312,Bananas,2024,2024,kg/ha,13336.1,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,115,Barley,2024,2024,kg/ha,2047,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1701,"Beans, dry",2024,2024,kg/ha,1434.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1355.01,Blueberries,2024,2024,kg/ha,12558.1,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1702,"Broad beans and horse beans, dry",2024,2024,kg/ha,1921.3,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1243,"Broad beans and horse beans, green",2024,2024,kg/ha,6174.6,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1212,Cabbages,2024,2024,kg/ha,13693.4,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1229,Cantaloupes and other melons,2024,2024,kg/ha,18062.6,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1251,Carrots and turnips,2024,2024,kg/ha,24236.3,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1372,"Cashew nuts, in shell",2024,2024,kg/ha,5307.7,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1520.01,"Cassava, fresh",2024,2024,kg/ha,12717.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1213,Cauliflowers and broccoli,2024,2024,kg/ha,14220.6,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1199.9,Cereals n.e.c.,2024,2024,kg/ha,831.9,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1344.02,Cherries,2024,2024,kg/ha,2990,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1373,"Chestnuts, in shell",2024,2024,kg/ha,4518.2,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1703,"Chick peas, dry",2024,2024,kg/ha,1583,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2024,2024,kg/ha,6231,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2024,2024,kg/ha,16748.5,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1640,Cocoa beans,2024,2024,kg/ha,829.4,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1460,"Coconuts, in shell",2024,2024,kg/ha,14548.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1610,"Coffee, green",2024,2024,kg/ha,850.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1706,"Cow peas, dry",2024,2024,kg/ha,1474.4,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1232,Cucumbers and gherkins,2024,2024,kg/ha,19489.1,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1314,Dates,2024,2024,kg/ha,2920.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2024,2024,kg/ha,6950.6,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1233,Eggplants (aubergines),2024,2024,kg/ha,12818.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1315,Figs,2024,2024,kg/ha,6799.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1657,"Ginger, raw",2024,2024,kg/ha,7448.6,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1330,Grapes,2024,2024,kg/ha,25756.6,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1290.01,Green corn (maize),2024,2024,kg/ha,10330.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1252,Green garlic,2024,2024,kg/ha,11417.4,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,142,"Groundnuts, excluding shelled",2024,2024,kg/ha,1468.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1922.01,"Jute, raw or retted",2024,2024,kg/ha,1424.8,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1254,Leeks and other alliaceous vegetables,2024,2024,kg/ha,14879.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1322,Lemons and limes,2024,2024,kg/ha,14650.7,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1704,"Lentils, dry",2024,2024,kg/ha,887.4,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1214,Lettuce and chicory,2024,2024,kg/ha,12185.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1441,Linseed,2024,2024,kg/ha,897,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1709.02,Lupins,2024,2024,kg/ha,1607.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,112,Maize (corn),2024,2024,kg/ha,3655.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1316,"Mangoes, guavas and mangosteens",2024,2024,kg/ha,8515.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,117,Oats,2024,2024,kg/ha,1832.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1491.01,Oil palm fruit,2024,2024,kg/ha,14690.6,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1450,Olives,2024,2024,kg/ha,1157.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2024,2024,kg/ha,38700,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1323,Oranges,2024,2024,kg/ha,16642.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1241.9,"Other beans, green",2024,2024,kg/ha,2885.3,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1329,"Other citrus fruit, n.e.c.",2024,2024,kg/ha,23512.1,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1359.9,"Other fruits, n.e.c.",2024,2024,kg/ha,8912.8,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,kg/ha,2304,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2024,2024,kg/ha,1321.5,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1709.9,Other pulses n.e.c.,2024,2024,kg/ha,1454.3,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2024,2024,kg/ha,14063.5,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1319,"Other tropical fruits, n.e.c.",2024,2024,kg/ha,9370.6,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,kg/ha,14540.7,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1317,Papayas,2024,2024,kg/ha,13500,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1345,Peaches and nectarines,2024,2024,kg/ha,8687.4,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1342.01,Pears,2024,2024,kg/ha,9715.4,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1705,"Peas, dry",2024,2024,kg/ha,1283.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1242,"Peas, green",2024,2024,kg/ha,4227.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1651,"Pepper (Piper spp.), raw",2024,2024,kg/ha,3492.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1707,"Pigeon peas, dry",2024,2024,kg/ha,2924,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1318,Pineapples,2024,2024,kg/ha,35131.5,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1346,Plums and sloes,2024,2024,kg/ha,5611.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1321,Pomelos and grapefruits,2024,2024,kg/ha,12601.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1510,Potatoes,2024,2024,kg/ha,19508.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1235,"Pumpkins, squash and gourds",2024,2024,kg/ha,26347.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1342.02,Quinces,2024,2024,kg/ha,7411.6,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1194,Quinoa,2024,2024,kg/ha,1797.1,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,113,Rice,2024,2024,kg/ha,8307.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,116,Rye,2024,2024,kg/ha,1112.5,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1921.01,"Seed cotton, unginned",2024,2024,kg/ha,2100.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1444,Sesame seed,2024,2024,kg/ha,986.6,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,114,Sorghum,2024,2024,kg/ha,4000,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1344.01,Sour cherries,2024,2024,kg/ha,6906.2,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,141,Soya beans,2024,2024,kg/ha,2206,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1215,Spinach,2024,2024,kg/ha,19959.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1354,Strawberries,2024,2024,kg/ha,16476.3,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1241.01,String beans,2024,2024,kg/ha,3046.9,E,Estimated value,
QCL,Crops and livestock products,604,Peru,5412,Yield,1802,Sugar cane,2024,2024,kg/ha,101629,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1530,Sweet potatoes,2024,2024,kg/ha,17999.8,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1324,"Tangerines, mandarins, clementines",2024,2024,kg/ha,30642.1,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1620,Tea leaves,2024,2024,kg/ha,991.6,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1234,Tomatoes,2024,2024,kg/ha,43957.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1970,Unmanufactured tobacco,2024,2024,kg/ha,11264.6,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1376,"Walnuts, in shell",2024,2024,kg/ha,3827.6,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1221,Watermelons,2024,2024,kg/ha,31871.1,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,111,Wheat,2024,2024,kg/ha,1777.9,A,Official figure,
QCL,Crops and livestock products,604,Peru,5412,Yield,1591,Yautia,2024,2024,kg/ha,9875.3,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1929.07,"Abaca, manila hemp, raw",2024,2024,kg/ha,512.9,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1929.06,"Agave fibres, raw, n.e.c.",2024,2024,kg/ha,971.6,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1211,Asparagus,2024,2024,kg/ha,8529.8,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1311,Avocados,2024,2024,kg/ha,3400.4,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1312,Bananas,2024,2024,kg/ha,30284.7,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1701,"Beans, dry",2024,2024,kg/ha,896.6,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1212,Cabbages,2024,2024,kg/ha,15205.7,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1229,Cantaloupes and other melons,2024,2024,kg/ha,4130.4,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1251,Carrots and turnips,2024,2024,kg/ha,12220.1,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1372,"Cashew nuts, in shell",2024,2024,kg/ha,5267.5,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1520.01,"Cassava, fresh",2024,2024,kg/ha,10050.6,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1447,Castor oil seeds,2024,2024,kg/ha,709.2,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1213,Cauliflowers and broccoli,2024,2024,kg/ha,11887.7,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1691,Chicory roots,2024,2024,kg/ha,8925.4,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2024,2024,kg/ha,4928.3,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1640,Cocoa beans,2024,2024,kg/ha,328,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1460,"Coconuts, in shell",2024,2024,kg/ha,3884,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1610,"Coffee, green",2024,2024,kg/ha,552.8,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1706,"Cow peas, dry",2024,2024,kg/ha,1270,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1232,Cucumbers and gherkins,2024,2024,kg/ha,7620.6,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2024,2024,kg/ha,1533.8,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1233,Eggplants (aubergines),2024,2024,kg/ha,11099.9,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1657,"Ginger, raw",2024,2024,kg/ha,5380.2,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1330,Grapes,2024,2024,kg/ha,1117.3,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1252,Green garlic,2024,2024,kg/ha,2393,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,142,"Groundnuts, excluding shelled",2024,2024,kg/ha,1124.4,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1254,Leeks and other alliaceous vegetables,2024,2024,kg/ha,3381.2,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1322,Lemons and limes,2024,2024,kg/ha,2034,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1214,Lettuce and chicory,2024,2024,kg/ha,7934.6,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,112,Maize (corn),2024,2024,kg/ha,3312.9,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1316,"Mangoes, guavas and mangosteens",2024,2024,kg/ha,4183.7,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1950.01,Natural rubber in primary forms,2024,2024,kg/ha,1643.7,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1491.01,Oil palm fruit,2024,2024,kg/ha,7638.1,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1239.01,Okra,2024,2024,kg/ha,7453.9,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2024,2024,kg/ha,11369.7,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1323,Oranges,2024,2024,kg/ha,827.5,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1241.9,"Other beans, green",2024,2024,kg/ha,6255.1,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1329,"Other citrus fruit, n.e.c.",2024,2024,kg/ha,5627.6,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1929.9,"Other fibre crops, raw, n.e.c.",2024,2024,kg/ha,2948.4,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1359.9,"Other fruits, n.e.c.",2024,2024,kg/ha,1445.8,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,kg/ha,3028.4,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2024,2024,kg/ha,710.3,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1709.9,Other pulses n.e.c.,2024,2024,kg/ha,830.4,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1319,"Other tropical fruits, n.e.c.",2024,2024,kg/ha,8509.3,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,kg/ha,8292.7,E,Estimated value,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1317,Papayas,2024,2024,kg/ha,19212.6,A,Official figure,
QCL,Crops and livestock products,608,Philippines,5412,Yield,1242,"Peas, green",2024,2024,kg/ha,3099.8,E,Estimated value,
